Finn,,Milena,Lina,,Silvius
10,0,10,0,10,0,30,4
20,0,10,0,10,3,0,2
-10,1,40,2,60,0,50,1
-20,0,30,0,50,1,80,1
-30,2,70,2,80,1,70,2
20,3,100,1,110,1,150,0
60,2,170,0,100,3,100,3
90,1,160,2,140,2,160,4
80,3,220,4,170,1,200,2
120,2,260,2,160,2,170,3
110,0,370,0,150,4,160,4
230,0,350,5,140,4,220,4
